@RELATION emotionModelData1NNO
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.180272,0.015263,2.689671,0.295590,0.222361,1.256720,0.018464,0.311500,-28.138083,0.984958,-0.225772,-0.290308,-0.293374,-0.357015,-0.093619,-0.168177,-0.076527,-0.130907,0.020437,0.059987,-0.083007,0.011416,0.008114,0.020725,0.018672,0.011513,0.008042,0.020080,0.003197,0.008848,0.011493,0.022601,0.006278,0.019161,0.160738,0.022897,0.533098,0.132985,0.034346,0.758890,0.016767,0.260846,4.739759,1.208744,1.070712,0.611013,0.504209,0.476572,0.401332,0.386467,0.380723,0.438991,0.505940,0.340298,0.310825,0.019304,0.014398,0.024785,0.035741,0.015923,0.013112,0.035098,0.006161,0.014238,0.017730,0.031884,0.009098,0.014651,angry
0.143007,0.012567,2.773568,0.275077,0.230832,0.996445,0.040004,0.233000,-30.456472,0.664121,-0.287750,-0.283114,-0.297154,-0.147023,-0.169560,-0.187878,-0.158901,-0.097158,0.070068,0.177804,-0.087667,0.007084,0.004741,0.011652,0.008973,0.006992,0.010386,0.019738,0.003244,0.013837,0.012948,0.048784,0.005019,0.024861,0.126816,0.019590,0.475864,0.084649,0.027239,0.452467,0.016625,0.166059,2.774888,0.834890,0.809375,0.426960,0.413173,0.324676,0.345472,0.326642,0.259115,0.336924,0.394854,0.327117,0.253009,0.011546,0.008761,0.019175,0.012574,0.008770,0.018024,0.028125,0.005145,0.023078,0.022570,0.014213,0.007574,0.011610,angry
0.125678,0.007012,2.790937,0.247575,0.233409,0.806923,0.017513,0.199708,-32.293906,1.401391,-0.025319,-0.029444,-0.096422,-0.062435,-0.029794,-0.283946,-0.103275,-0.167131,-0.073995,0.216565,0.066047,0.008964,0.002115,0.017758,0.013105,0.016511,0.015779,0.044806,0.003875,0.010897,0.007524,0.052600,0.001741,0.030047,0.111922,0.009633,0.279040,0.085249,0.031434,0.518138,0.010727,0.176471,2.990653,0.875745,0.577930,0.443176,0.278240,0.305936,0.268117,0.335379,0.272589,0.279974,0.332539,0.222156,0.217869,0.020692,0.002078,0.014437,0.025001,0.023155,0.022520,0.026646,0.007475,0.020688,0.012060,0.021361,0.001793,0.011503,angry
0.182518,0.013798,2.782025,0.285521,0.217620,1.196621,0.020651,0.315053,-27.502520,1.225314,0.161533,-0.407073,-0.243670,-0.228288,-0.283535,-0.099448,-0.235231,-0.160717,-0.149356,0.096099,-0.025710,0.010999,0.005934,0.018464,0.014609,0.015145,0.015254,0.029847,0.002458,0.017321,0.011232,0.015415,0.003398,0.021190,0.188003,0.016981,0.468352,0.152378,0.038138,0.830950,0.018322,0.269600,4.015978,1.485469,0.833347,0.649763,0.377428,0.419130,0.486751,0.373720,0.410038,0.411300,0.516271,0.448410,0.370417,0.016361,0.009228,0.025639,0.019563,0.021990,0.020581,0.047739,0.004723,0.029541,0.016966,0.029883,0.005552,0.014841,angry
0.176036,0.008364,2.782966,0.292722,0.235248,1.368755,0.012037,0.317583,-27.386753,1.312813,-0.314593,-0.033703,-0.109980,-0.236870,-0.134857,-0.117648,-0.194813,-0.167988,-0.075307,0.075201,-0.065405,0.017012,0.006608,0.018925,0.013227,0.012544,0.013952,0.023096,0.003992,0.009193,0.014827,0.018118,0.007978,0.019099,0.133182,0.010694,0.390841,0.129763,0.044337,0.733606,0.008140,0.273959,3.693421,1.129845,0.970965,0.813349,0.470464,0.501362,0.448252,0.435313,0.396618,0.431674,0.393334,0.345586,0.398582,0.030326,0.010692,0.025593,0.019613,0.015125,0.020109,0.031002,0.007244,0.013567,0.023320,0.024550,0.015515,0.013564,angry
0.144848,0.010581,2.659597,0.282584,0.231466,1.321991,0.013981,0.308708,-27.740936,1.398498,-0.473282,0.012672,-0.184000,-0.047064,0.071472,-0.065435,-0.089659,-0.102403,-0.403783,-0.067062,-0.309511,0.016270,0.015561,0.034243,0.013837,0.013925,0.007973,0.015670,0.002511,0.007745,0.008934,0.019220,0.006995,0.019482,0.094792,0.015395,0.526445,0.128257,0.041510,0.626922,0.008740,0.258229,4.514576,0.859533,0.848178,0.564939,0.433617,0.321393,0.300954,0.372272,0.215494,0.318201,0.327444,0.328447,0.329266,0.020033,0.022699,0.034589,0.017208,0.019180,0.012579,0.025366,0.002723,0.008322,0.011382,0.026655,0.008111,0.012050,angry
0.146605,0.009698,2.849304,0.278031,0.234138,1.204463,0.017125,0.280412,-28.449947,1.211827,-0.269103,-0.053786,-0.258896,-0.395319,-0.120662,-0.221513,-0.103188,-0.122571,0.117728,0.121182,-0.080642,0.010010,0.005758,0.024735,0.012424,0.012177,0.013579,0.034171,0.003211,0.017203,0.013454,0.017593,0.004634,0.023650,0.108959,0.014824,0.393091,0.092578,0.036032,0.698392,0.010400,0.212290,3.641919,1.131314,0.903887,0.653944,0.459849,0.406010,0.389418,0.349385,0.363456,0.410339,0.353312,0.412115,0.352094,0.015737,0.012248,0.037790,0.018934,0.019867,0.022734,0.049819,0.004941,0.033731,0.020870,0.023732,0.007253,0.017426,angry
0.142131,0.007868,2.831588,0.274558,0.219315,1.244503,0.019368,0.324313,-28.341280,1.147833,0.216910,-0.583210,-0.329092,-0.261391,-0.131980,-0.089525,-0.388363,-0.276073,-0.263812,0.228068,0.091472,0.010745,0.004605,0.020374,0.019976,0.035886,0.020733,0.023336,0.002011,0.006149,0.009157,0.012704,0.007671,0.024720,0.110655,0.010895,0.504660,0.105122,0.033621,0.785360,0.017587,0.225590,3.963245,1.327603,0.651566,0.782222,0.403414,0.397350,0.386035,0.372050,0.428429,0.380289,0.550305,0.388394,0.341499,0.017162,0.007830,0.031386,0.030032,0.057599,0.025744,0.040679,0.003101,0.010127,0.017798,0.023219,0.014335,0.015553,angry
0.166159,0.012721,2.852538,0.288947,0.221331,1.471553,0.014394,0.349028,-27.433366,0.788969,-0.007295,-0.591071,-0.461942,-0.373424,-0.398052,-0.191616,-0.112830,0.129506,0.149921,0.240709,-0.111027,0.006585,0.004726,0.017409,0.011722,0.016136,0.011378,0.022222,0.002961,0.014299,0.022195,0.014509,0.003719,0.019582,0.121175,0.017287,0.500749,0.085645,0.027886,0.693347,0.009357,0.199466,3.790801,1.241406,0.809863,0.669300,0.441039,0.500590,0.436932,0.437375,0.476629,0.440262,0.449194,0.369989,0.294890,0.008718,0.006091,0.027047,0.018629,0.023211,0.018593,0.029358,0.005189,0.020949,0.027447,0.019342,0.004983,0.011775,angry
0.102230,0.006616,2.795852,0.241706,0.223093,0.933183,0.019986,0.204285,-28.515038,1.574229,0.168685,-0.514738,-0.285756,-0.235172,-0.218208,-0.124151,-0.378526,-0.174055,-0.098518,0.309626,0.015549,0.015194,0.005066,0.026750,0.013828,0.012188,0.028563,0.048163,0.002915,0.008656,0.015247,0.025251,0.004001,0.030578,0.074524,0.008539,0.457373,0.080370,0.031896,0.584868,0.013606,0.175848,3.896789,0.974296,0.838716,0.632417,0.404050,0.381857,0.358902,0.422254,0.345506,0.440422,0.457201,0.400445,0.350289,0.022289,0.009515,0.042495,0.025100,0.016535,0.041021,0.070670,0.006217,0.014828,0.022746,0.031500,0.006030,0.016743,angry
0.196042,0.013765,2.661729,0.320931,0.225544,1.785645,0.009186,0.409562,-28.646456,0.266658,-0.276559,-0.014946,-0.337948,-0.001206,-0.286876,-0.011657,-0.258861,0.026589,-0.249648,0.139034,-0.000557,0.009832,0.003188,0.012582,0.006505,0.012936,0.011327,0.020759,0.003264,0.008371,0.008123,0.013526,0.012007,0.013288,0.102293,0.021941,0.653634,0.099283,0.026333,0.638220,0.005143,0.206030,4.933818,1.229035,1.279841,0.645727,0.525327,0.383118,0.478181,0.327330,0.407277,0.330766,0.490460,0.325811,0.396258,0.016378,0.002709,0.018838,0.006543,0.016321,0.013868,0.029456,0.003774,0.012596,0.008890,0.020753,0.017517,0.009133,angry
0.153129,0.009443,2.646216,0.276968,0.219428,1.377632,0.015045,0.289344,-28.744384,0.635355,-0.094960,-0.142794,-0.521134,-0.119393,-0.200175,-0.029485,-0.412754,0.084230,-0.042050,0.154052,-0.011276,0.009298,0.002716,0.024795,0.010221,0.016340,0.015714,0.029175,0.003907,0.011598,0.009810,0.021194,0.003973,0.021139,0.103902,0.015172,0.786737,0.092578,0.037603,0.665939,0.011924,0.196827,5.224851,1.429880,1.093233,0.869612,0.623576,0.517267,0.490646,0.328942,0.421478,0.411207,0.374450,0.401799,0.320671,0.012324,0.003728,0.049758,0.017146,0.019220,0.030908,0.053805,0.005039,0.024778,0.010548,0.033755,0.005252,0.020491,angry
0.141779,0.008070,2.849585,0.278767,0.229890,1.249279,0.015523,0.311172,-29.380973,1.205752,0.329341,-0.052235,-0.300293,-0.029634,-0.014256,0.136150,-0.162728,0.024100,-0.307444,-0.175538,-0.152080,0.011778,0.011914,0.030585,0.012679,0.014699,0.005102,0.037252,0.004729,0.006189,0.010795,0.030520,0.005179,0.025699,0.118824,0.011562,0.451767,0.112060,0.039437,0.751396,0.009902,0.245333,5.461297,1.108237,1.106241,0.795603,0.627058,0.425588,0.280727,0.410849,0.291744,0.283721,0.297613,0.307524,0.326462,0.014629,0.022650,0.039254,0.015891,0.028363,0.006918,0.070956,0.010472,0.011060,0.016892,0.043423,0.008984,0.020234,angry
0.170772,0.016778,2.795545,0.283479,0.222021,1.342185,0.012460,0.303972,-28.293626,0.768722,-0.098521,-0.056993,-0.386343,-0.066820,-0.094413,-0.018862,-0.301211,-0.041620,-0.407441,-0.059220,-0.186126,0.025503,0.006633,0.027398,0.015664,0.011300,0.007695,0.027728,0.004267,0.003710,0.008384,0.020558,0.007928,0.021211,0.118550,0.028771,0.565485,0.098109,0.037912,0.694864,0.008941,0.208832,5.103582,1.422362,1.323454,0.540374,0.602664,0.452964,0.353190,0.333427,0.346492,0.321808,0.376653,0.385439,0.406932,0.037428,0.009616,0.028259,0.020721,0.016127,0.010242,0.065285,0.007809,0.003920,0.010821,0.032192,0.012410,0.019040,angry
0.145221,0.017143,2.890078,0.263396,0.222970,1.175391,0.014254,0.253875,-28.514260,0.957650,-0.175521,0.131870,-0.376990,0.033893,-0.110745,-0.094687,-0.271501,-0.034751,-0.385342,0.000304,-0.149416,0.012711,0.003591,0.024756,0.019711,0.016420,0.015374,0.026963,0.002133,0.006951,0.010764,0.032479,0.004602,0.022882,0.103971,0.029444,0.442543,0.088437,0.042192,0.644586,0.008100,0.195580,5.446126,1.389298,1.205559,0.449998,0.558284,0.391841,0.364108,0.272186,0.335253,0.394953,0.422705,0.332235,0.415864,0.019287,0.004833,0.032136,0.027403,0.021024,0.018098,0.051310,0.003068,0.013027,0.013277,0.045002,0.008151,0.016920,angry
0.190207,0.007010,2.825554,0.313134,0.233546,1.710944,0.011465,0.374687,-30.264993,0.474591,0.023855,-0.096598,-0.471181,0.086817,0.130456,-0.067538,-0.238965,0.000631,-0.330845,-0.040068,-0.033727,0.011701,0.004561,0.018638,0.017758,0.014141,0.012271,0.027794,0.004825,0.005177,0.010347,0.021309,0.003859,0.019935,0.112021,0.009848,0.385838,0.086536,0.028446,0.489117,0.006488,0.184925,3.142216,0.857283,0.947291,0.347324,0.454470,0.328682,0.267922,0.264679,0.301618,0.296613,0.336767,0.297124,0.243196,0.018757,0.005851,0.020375,0.025094,0.022317,0.022601,0.029101,0.008179,0.005688,0.013830,0.014369,0.005683,0.011642,angry
0.180357,0.021859,2.857932,0.297374,0.228341,1.229390,0.015852,0.320625,-27.204442,1.304054,0.951233,-0.145634,-0.362702,0.038392,-0.186412,0.160504,-0.145401,-0.050061,-0.067737,0.030993,-0.144580,0.016347,0.004531,0.025297,0.012316,0.011010,0.010541,0.030243,0.002996,0.009458,0.018768,0.035210,0.006483,0.024701,0.172769,0.026925,0.396913,0.139788,0.031355,0.828750,0.013172,0.277192,4.253362,1.344520,0.813921,0.528636,0.548219,0.337024,0.398949,0.331624,0.285967,0.255336,0.259424,0.238095,0.285656,0.021807,0.008662,0.035705,0.018093,0.020815,0.022021,0.036760,0.006548,0.012772,0.020139,0.047911,0.012547,0.015514,angry
0.159136,0.014670,2.882157,0.278007,0.234079,1.271584,0.011989,0.299208,-27.305693,1.322696,-0.233009,0.023728,-0.140659,-0.152869,0.002822,0.035577,-0.128636,0.096162,-0.327553,-0.050815,-0.230412,0.021659,0.005975,0.025976,0.009958,0.010612,0.007930,0.025193,0.006423,0.005079,0.010857,0.028554,0.012426,0.020607,0.111065,0.023748,0.356001,0.095068,0.040819,0.574826,0.007192,0.216196,4.135060,1.006142,1.311589,0.706230,0.551360,0.458749,0.361270,0.269151,0.330591,0.323982,0.341811,0.270371,0.419758,0.029925,0.009633,0.028344,0.013335,0.014964,0.010871,0.037739,0.009683,0.007169,0.012536,0.037013,0.016430,0.012238,angry
0.164713,0.014190,2.835437,0.291342,0.233019,1.364075,0.011670,0.302736,-27.894128,1.199111,-0.478547,-0.093544,-0.180838,-0.028095,0.011681,0.050121,-0.232503,0.084291,-0.280049,0.070781,-0.131139,0.013587,0.006342,0.018002,0.011363,0.012864,0.008294,0.028358,0.005519,0.007189,0.016701,0.026888,0.008242,0.021189,0.112879,0.018194,0.436145,0.099813,0.045361,0.534309,0.006858,0.193041,4.302920,1.105824,1.102508,0.615570,0.547182,0.357850,0.322060,0.322505,0.326729,0.294683,0.367394,0.348000,0.337524,0.018794,0.009298,0.023894,0.015146,0.019674,0.009941,0.058274,0.009127,0.008214,0.014921,0.035457,0.014447,0.017910,angry
0.151415,0.009747,2.955079,0.271105,0.234394,1.167708,0.023300,0.293312,-28.896076,1.357505,-0.189129,0.102027,-0.058895,-0.156208,0.057608,0.010834,-0.136934,0.059677,-0.207154,-0.008527,-0.128476,0.015046,0.005925,0.020291,0.011702,0.012019,0.007711,0.035572,0.003619,0.006744,0.015192,0.036861,0.006701,0.023946,0.120974,0.013037,0.279085,0.099852,0.041909,0.651600,0.017784,0.216885,2.886870,1.236201,1.005187,0.571919,0.501996,0.344530,0.374429,0.282826,0.250996,0.340591,0.355035,0.345215,0.364193,0.022402,0.009596,0.024970,0.020768,0.016944,0.011703,0.044968,0.007475,0.009063,0.024139,0.033562,0.010348,0.015145,angry
0.169086,0.016764,2.816749,0.281622,0.232452,1.295263,0.012918,0.302083,-27.031356,1.286069,-0.520105,0.116921,-0.146752,-0.205285,-0.102781,-0.001571,-0.197779,0.120455,-0.261688,-0.079330,-0.187534,0.015315,0.005783,0.020639,0.019872,0.017413,0.007971,0.020672,0.004512,0.006611,0.016531,0.024337,0.007553,0.020765,0.115194,0.022222,0.474967,0.097245,0.039821,0.647995,0.007628,0.234911,3.756446,1.278034,1.086772,0.558585,0.655438,0.379324,0.339978,0.298098,0.328348,0.313552,0.391057,0.300178,0.339373,0.018605,0.007365,0.027574,0.029554,0.022747,0.010833,0.033001,0.008149,0.009672,0.017719,0.030573,0.013080,0.013406,angry
0.170611,0.005783,2.749108,0.281436,0.225590,1.312729,0.012180,0.318083,-28.865643,1.206859,0.580170,-0.070791,-0.308387,-0.028327,-0.239034,0.184696,-0.175963,0.054039,-0.286497,-0.050667,-0.261089,0.014793,0.008326,0.024510,0.010021,0.010679,0.009417,0.031078,0.002895,0.013754,0.016219,0.025302,0.004144,0.021404,0.139437,0.008083,0.550443,0.106636,0.032839,0.733640,0.007968,0.219985,4.227270,1.156024,1.011239,0.553680,0.455083,0.448374,0.320326,0.359705,0.295613,0.286504,0.386476,0.373533,0.341055,0.023992,0.017094,0.028318,0.017314,0.014656,0.012760,0.041932,0.006091,0.018057,0.022632,0.033428,0.004904,0.012982,angry
0.155416,0.010079,2.886694,0.281900,0.230755,1.332467,0.013374,0.301097,-27.364279,1.072502,0.398650,-0.400587,-0.398494,-0.000851,-0.272917,0.169241,-0.277803,-0.027005,-0.429896,-0.093097,-0.264471,0.024332,0.006753,0.033604,0.021724,0.012545,0.007505,0.019300,0.003183,0.008087,0.011338,0.021652,0.012300,0.026085,0.094624,0.011764,0.356718,0.078503,0.032966,0.638704,0.009061,0.181863,3.762205,1.069251,0.905902,0.595729,0.466923,0.388662,0.348562,0.344490,0.318160,0.378801,0.417040,0.334439,0.417841,0.035413,0.009598,0.044590,0.029578,0.018669,0.014129,0.039284,0.006440,0.017057,0.014987,0.035320,0.018850,0.014610,angry
0.239167,0.008673,2.775075,0.330023,0.219666,1.670349,0.011984,0.422694,-30.457039,0.081069,-0.130104,-0.093165,-0.225696,-0.200311,-0.058300,-0.015299,0.035949,-0.113032,0.175937,0.093032,0.027518,0.007988,0.006111,0.011307,0.003701,0.004326,0.006420,0.025013,0.003548,0.010546,0.012420,0.019316,0.004438,0.014443,0.122387,0.012250,0.535622,0.091983,0.028085,0.745449,0.008346,0.234226,3.132212,1.637408,0.795069,0.638091,0.497275,0.479321,0.337855,0.302244,0.339947,0.374980,0.312557,0.332479,0.285314,0.009743,0.005304,0.011012,0.004292,0.003904,0.007474,0.031376,0.006497,0.014356,0.014369,0.033672,0.006337,0.012259,angry
0.203901,0.004676,2.701748,0.325834,0.215894,1.726142,0.013596,0.442146,-31.077985,0.283035,0.043393,-0.444670,-0.272376,-0.327251,-0.244133,-0.067933,-0.052859,0.001228,-0.175682,0.149801,-0.046770,0.012425,0.003511,0.012266,0.011711,0.009043,0.013523,0.021863,0.001799,0.007676,0.011818,0.012543,0.007835,0.017893,0.082134,0.006968,0.611313,0.082146,0.033584,0.672147,0.007787,0.203540,4.822320,1.518362,0.851692,1.008194,0.515370,0.363931,0.332633,0.519858,0.592445,0.388822,0.500716,0.342676,0.404244,0.025131,0.004077,0.017991,0.027996,0.012324,0.025281,0.038980,0.002269,0.017888,0.017923,0.020658,0.010754,0.012834,angry
0.233161,0.006597,2.792158,0.334543,0.218644,1.671291,0.011999,0.417621,-30.502167,0.006515,-0.070947,-0.320109,-0.205282,-0.390713,-0.208257,0.017388,-0.033588,-0.074095,-0.146761,-0.010658,-0.007917,0.009008,0.006043,0.009410,0.012654,0.012629,0.009077,0.012656,0.001796,0.006533,0.010301,0.014788,0.008322,0.013889,0.111271,0.008280,0.538618,0.092150,0.035316,0.656049,0.006435,0.218498,3.838005,1.632177,0.673131,0.767768,0.553838,0.452368,0.423916,0.354506,0.551236,0.480305,0.401607,0.362871,0.371059,0.012241,0.013650,0.010797,0.021803,0.022180,0.011463,0.024891,0.001925,0.010944,0.016556,0.024103,0.018069,0.011220,angry
0.206084,0.008435,2.861974,0.300679,0.219227,1.537942,0.013527,0.384215,-29.193174,0.134987,-0.147319,-0.156171,-0.240717,-0.352323,-0.334718,-0.193472,-0.216853,-0.161567,-0.061163,0.295249,-0.073509,0.006110,0.004469,0.011728,0.015161,0.016581,0.022189,0.020464,0.003916,0.015473,0.013685,0.007914,0.005117,0.018827,0.084765,0.012205,0.440239,0.060575,0.040209,0.648188,0.008436,0.185999,3.653641,1.868971,0.885818,0.744718,0.508010,0.431359,0.573711,0.593024,0.487069,0.448261,0.532364,0.380012,0.389416,0.010963,0.008360,0.017507,0.024917,0.026149,0.036313,0.027012,0.010303,0.023051,0.018748,0.014044,0.008478,0.010600,angry
0.207894,0.013547,2.746854,0.317795,0.220297,1.594668,0.014953,0.392759,-27.677200,0.440169,0.008423,-0.565603,-0.376876,-0.259660,-0.126218,-0.198754,-0.074651,-0.168270,-0.088733,0.061707,-0.016034,0.009445,0.006491,0.012862,0.009054,0.016517,0.018515,0.014713,0.003605,0.007695,0.010470,0.014088,0.008416,0.016728,0.137077,0.019966,0.500193,0.104355,0.035671,0.717204,0.011085,0.214275,3.386604,1.364996,0.951520,0.631360,0.504753,0.438232,0.457091,0.403925,0.572619,0.476011,0.446858,0.449055,0.341215,0.013089,0.010351,0.021411,0.014894,0.027935,0.031057,0.020299,0.005439,0.013971,0.017381,0.022769,0.016293,0.011968,angry
0.243895,0.007158,2.721081,0.345093,0.218248,1.873732,0.011914,0.441844,-29.430489,-0.002293,-0.223475,-0.449228,-0.125078,-0.392847,-0.307627,-0.135155,0.054490,0.049996,0.133053,-0.042054,-0.093023,0.009902,0.004233,0.011830,0.006724,0.006683,0.008296,0.010571,0.003328,0.006180,0.015133,0.016147,0.006707,0.012954,0.133611,0.013169,0.512624,0.106408,0.028922,0.698597,0.009198,0.218965,4.135459,1.325677,0.940982,0.762470,0.590949,0.434661,0.400762,0.427755,0.433285,0.441747,0.428113,0.307515,0.313882,0.016928,0.004738,0.022798,0.009473,0.009871,0.015580,0.017417,0.004771,0.008526,0.023249,0.031212,0.010749,0.010989,angry
0.208341,0.005760,2.823348,0.318886,0.230638,1.569352,0.015856,0.394179,-31.209359,0.750820,0.214127,-0.425315,-0.155765,-0.358347,-0.469714,-0.061138,0.063300,-0.165748,0.052672,-0.014562,0.006038,0.015819,0.004788,0.010649,0.010288,0.017795,0.011318,0.026033,0.001671,0.007867,0.014690,0.018334,0.006959,0.019286,0.136500,0.008766,0.574925,0.096723,0.040630,0.685395,0.010179,0.233949,4.173699,1.427995,0.842896,0.710952,0.453459,0.462053,0.425473,0.515182,0.626964,0.471492,0.408664,0.463206,0.287555,0.024987,0.007805,0.015546,0.019019,0.030759,0.015667,0.039249,0.002194,0.011749,0.022813,0.023658,0.012484,0.012798,angry
0.207308,0.010254,2.758659,0.330701,0.227202,1.584131,0.014043,0.422931,-28.093252,1.017740,0.717154,-0.533658,-0.264381,0.023214,-0.144051,0.002073,-0.214531,-0.142231,-0.162030,-0.042452,-0.164684,0.015471,0.004805,0.011443,0.011969,0.019671,0.015095,0.022383,0.003228,0.007476,0.010028,0.019269,0.004311,0.020545,0.150089,0.011664,0.636858,0.125230,0.028807,0.803697,0.010724,0.262372,3.648106,1.261095,0.644663,0.628700,0.375895,0.346904,0.394263,0.406953,0.339660,0.445374,0.411665,0.331485,0.446202,0.025908,0.008936,0.014975,0.013364,0.037890,0.030723,0.035209,0.005976,0.015960,0.021275,0.031194,0.005917,0.015147,angry
0.256949,0.008118,2.761096,0.349567,0.214937,1.905861,0.011812,0.476875,-28.893989,0.357164,0.433674,-0.857458,-0.277095,-0.123049,-0.340011,-0.171961,-0.390760,-0.231634,-0.005560,0.197940,0.103492,0.007515,0.003663,0.012096,0.010036,0.013441,0.018518,0.016892,0.003124,0.007565,0.007247,0.010589,0.004811,0.015053,0.143248,0.010365,0.560614,0.110653,0.028527,0.734517,0.009916,0.215999,4.213078,1.412710,0.722374,0.678385,0.468913,0.422668,0.493421,0.427194,0.472930,0.365724,0.426068,0.319911,0.366468,0.012126,0.005826,0.023414,0.018803,0.023098,0.032228,0.024447,0.005101,0.009352,0.010295,0.022551,0.010409,0.012707,angry
0.213872,0.004271,2.836014,0.320757,0.227547,1.780880,0.010767,0.409677,-30.934260,0.057642,-0.503926,-0.141899,0.015986,-0.338752,-0.166651,-0.140630,0.033576,-0.085864,-0.075097,0.143250,-0.003968,0.008083,0.006127,0.012134,0.012303,0.007975,0.010686,0.017401,0.004195,0.006396,0.014015,0.012799,0.006929,0.014323,0.076064,0.007193,0.387927,0.065506,0.032842,0.502630,0.005960,0.160637,3.141613,1.068749,0.870769,0.634053,0.355750,0.338151,0.376280,0.455732,0.433633,0.385119,0.445751,0.394366,0.282655,0.009662,0.006673,0.012361,0.021565,0.012456,0.020524,0.013976,0.008319,0.009785,0.015345,0.016800,0.009731,0.008015,angry
0.217616,0.007433,2.875455,0.326552,0.220876,1.737922,0.012264,0.429670,-29.679562,-0.046065,-0.344419,-0.155497,-0.304426,-0.513068,-0.236213,-0.363839,0.099132,0.183408,0.150873,0.027830,-0.122319,0.006131,0.004828,0.010341,0.007224,0.009519,0.010001,0.012764,0.002825,0.009245,0.014921,0.015732,0.005831,0.014650,0.107811,0.009491,0.498245,0.066643,0.033762,0.643306,0.008572,0.180718,3.425111,1.228800,0.804601,0.695881,0.442712,0.393285,0.492309,0.423683,0.461934,0.439200,0.368145,0.395725,0.316724,0.009104,0.009528,0.014516,0.013191,0.016912,0.016987,0.018833,0.005565,0.017426,0.024747,0.021913,0.008588,0.010369,angry
0.252355,0.005241,2.817382,0.338467,0.212623,1.766941,0.012070,0.439647,-30.047730,0.110011,-0.011694,-0.735102,-0.112883,-0.429803,-0.293311,-0.125111,-0.096429,-0.006586,0.120017,0.124970,0.032009,0.006600,0.003578,0.008886,0.008304,0.009325,0.009435,0.017394,0.003018,0.008014,0.014058,0.011469,0.006635,0.013012,0.125280,0.007263,0.489403,0.082937,0.034245,0.621851,0.008696,0.180794,3.955802,1.336588,0.809545,0.767361,0.425543,0.430345,0.477431,0.543596,0.565568,0.494980,0.442013,0.451854,0.307723,0.011219,0.006339,0.013187,0.018013,0.017362,0.015716,0.026683,0.005114,0.011455,0.018478,0.014116,0.010408,0.008542,angry
