@RELATION emotionModelData1NNO
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.141369,0.010364,2.815655,0.249760,0.217335,0.928535,0.033587,0.243865,-30.429283,1.618305,0.354544,-0.183910,-0.146836,-0.177435,-0.227570,0.016004,-0.219340,-0.108675,-0.039614,0.055426,-0.115732,0.008693,0.003097,0.018738,0.019121,0.015694,0.013719,0.057815,0.002234,0.010107,0.016853,0.036162,0.005981,0.034288,0.142495,0.017940,0.474233,0.121898,0.041721,0.746730,0.035517,0.224411,5.484913,1.381622,0.753069,0.697362,0.444705,0.370557,0.426416,0.377125,0.326399,0.356065,0.343779,0.279101,0.275593,0.012819,0.006608,0.022550,0.031626,0.027692,0.027092,0.084189,0.004723,0.020459,0.020448,0.039495,0.017761,0.021690,angry
0.142192,0.010658,2.809926,0.266839,0.227891,1.196141,0.021765,0.274071,-29.097278,1.165658,-0.351004,0.055621,-0.102064,-0.159681,-0.151425,-0.088289,-0.298464,-0.040380,-0.071276,0.069750,-0.026522,0.008287,0.004439,0.019764,0.013101,0.012209,0.013200,0.059755,0.003698,0.008832,0.008030,0.022370,0.008165,0.027082,0.114198,0.012401,0.431866,0.114777,0.044001,0.784301,0.019648,0.255143,4.039148,1.177270,1.169053,0.566495,0.432017,0.452480,0.364189,0.355789,0.485009,0.444228,0.433737,0.345931,0.327189,0.013178,0.007201,0.027417,0.022172,0.014210,0.021445,0.067680,0.006664,0.013965,0.010373,0.028006,0.015706,0.021295,angry
0.114380,0.002799,2.856674,0.261252,0.236232,0.958121,0.021428,0.194875,-32.023685,1.531908,-0.222374,0.084157,-0.223146,-0.133664,-0.114978,-0.172188,-0.210035,-0.149375,-0.038557,0.111633,-0.029740,0.014979,0.004377,0.049362,0.020074,0.012138,0.019354,0.063925,0.002793,0.010725,0.008160,0.020582,0.003991,0.034092,0.081729,0.005156,0.367641,0.084130,0.034750,0.603194,0.015430,0.170059,2.698001,1.156063,0.813769,0.521193,0.338293,0.405187,0.380147,0.344319,0.364589,0.365746,0.370127,0.331063,0.267158,0.024215,0.009178,0.029007,0.028430,0.014737,0.032743,0.046140,0.003846,0.019534,0.015033,0.012487,0.007992,0.015287,angry
0.113663,0.012279,2.780538,0.234863,0.228226,0.832401,0.023671,0.201125,-30.618651,1.677129,0.143213,-0.230172,-0.170535,-0.189066,-0.238101,-0.094447,-0.154627,-0.071356,0.027744,0.136352,0.041491,0.011776,0.003047,0.026010,0.012206,0.021281,0.018061,0.093583,0.004184,0.008836,0.016487,0.016171,0.007653,0.039828,0.096961,0.018360,0.550300,0.094109,0.031975,0.585042,0.014247,0.172210,3.801084,1.205138,0.827601,0.524794,0.368805,0.361084,0.359518,0.306807,0.446066,0.371200,0.338474,0.348136,0.290264,0.024366,0.004239,0.030511,0.017139,0.024630,0.028774,0.068305,0.009549,0.013320,0.029890,0.018094,0.015375,0.020263,angry
0.132123,0.009435,2.872352,0.234866,0.206325,0.985937,0.034387,0.256406,-30.007428,1.713867,0.277497,-0.170868,-0.169137,-0.170996,-0.210412,-0.006447,-0.226964,-0.203698,-0.075004,0.076959,-0.084406,0.017740,0.004319,0.023621,0.019383,0.019865,0.028757,0.053185,0.004467,0.004386,0.006395,0.025199,0.006526,0.032528,0.120917,0.011819,0.422794,0.113973,0.039435,0.792774,0.035374,0.243825,4.066822,1.397840,0.680461,0.681364,0.424447,0.443193,0.396444,0.432272,0.444914,0.388063,0.382012,0.347410,0.364917,0.028952,0.007652,0.022463,0.031905,0.035566,0.050477,0.060379,0.011723,0.004902,0.008251,0.029199,0.013457,0.020838,angry
0.096402,0.009090,2.703692,0.223707,0.227998,0.790817,0.030134,0.189531,-31.145813,1.707744,0.311119,-0.227056,-0.041161,-0.267785,-0.112094,-0.005287,-0.162299,0.020123,-0.031428,0.182045,-0.077787,0.015674,0.004114,0.033060,0.010286,0.025633,0.010021,0.070524,0.002596,0.010689,0.014935,0.027661,0.005885,0.034630,0.068492,0.013991,0.412410,0.067203,0.026315,0.556779,0.016494,0.161509,3.674143,1.028375,0.797309,0.591935,0.411734,0.324635,0.326542,0.417041,0.284843,0.339212,0.388686,0.304129,0.286702,0.031884,0.007132,0.030909,0.019480,0.030515,0.017255,0.062133,0.004655,0.016621,0.019618,0.033907,0.009140,0.015799,angry
0.169936,0.008007,2.722901,0.289822,0.207287,1.549165,0.012613,0.336054,-29.566294,0.243342,-0.174207,0.032326,-0.427146,0.011678,-0.140641,-0.369909,-0.255945,-0.242204,0.100844,0.008590,0.056425,0.008699,0.004892,0.017972,0.011279,0.010100,0.009504,0.032736,0.002663,0.014632,0.004617,0.012708,0.006042,0.017232,0.101972,0.013977,0.506079,0.098853,0.043418,0.741293,0.009270,0.220882,5.491867,1.413169,0.754780,0.574150,0.398089,0.440022,0.396992,0.402800,0.358277,0.459422,0.490250,0.439972,0.333405,0.013287,0.009000,0.026588,0.013760,0.012589,0.011661,0.052296,0.003292,0.029428,0.006243,0.019648,0.007574,0.015217,angry
0.136334,0.006098,2.685636,0.253875,0.213463,1.115084,0.020754,0.263990,-29.325337,1.167472,0.098537,-0.425723,-0.318187,-0.079347,-0.010192,-0.374427,-0.355336,-0.329606,-0.103473,-0.016458,-0.022753,0.011188,0.003447,0.031755,0.024301,0.024813,0.018914,0.034235,0.003671,0.007298,0.008914,0.012735,0.003329,0.027541,0.108222,0.010584,0.648246,0.091984,0.041210,0.767153,0.018451,0.217198,4.499590,1.304133,0.787407,0.895244,0.473245,0.348884,0.396014,0.307487,0.413281,0.410983,0.480572,0.380744,0.415791,0.019858,0.005525,0.052801,0.035121,0.029489,0.033895,0.075918,0.005165,0.009192,0.010546,0.022098,0.003713,0.024608,angry
0.151666,0.005755,2.850847,0.249735,0.211714,1.092101,0.019701,0.233203,-29.414305,0.786300,0.162739,0.058087,-0.434112,-0.059934,-0.231027,-0.416256,-0.423161,-0.324426,-0.018819,-0.027403,0.063776,0.014611,0.003942,0.016600,0.027485,0.039599,0.018007,0.034137,0.003221,0.007620,0.006878,0.011793,0.002284,0.025582,0.094569,0.012990,0.509134,0.070414,0.048297,0.637926,0.021534,0.150743,3.575447,1.827549,0.672694,0.772022,0.492535,0.324422,0.248074,0.354014,0.373910,0.440877,0.535166,0.378328,0.358976,0.023875,0.004626,0.018617,0.052438,0.054307,0.021314,0.054018,0.004460,0.015580,0.007891,0.017111,0.003262,0.019477,angry
0.178864,0.009841,2.609025,0.283650,0.212405,1.356862,0.016042,0.313500,-28.700292,0.734647,-0.251088,-0.353234,-0.429016,-0.052992,-0.072489,-0.356674,-0.083135,-0.226337,0.097893,0.006122,0.008462,0.007766,0.004030,0.018889,0.011761,0.013262,0.016723,0.033479,0.004024,0.007678,0.009709,0.015090,0.007336,0.019314,0.127926,0.014862,0.659312,0.118117,0.037823,0.808634,0.010993,0.249564,4.268092,1.426078,0.907205,0.665275,0.432742,0.498062,0.379903,0.392303,0.455787,0.459768,0.463629,0.385287,0.392060,0.010830,0.007270,0.024657,0.018788,0.018564,0.025093,0.061138,0.007311,0.009306,0.012830,0.023646,0.012925,0.017594,angry
0.186212,0.005015,2.662993,0.296109,0.223029,1.471472,0.013690,0.323844,-31.200900,0.457590,-0.346596,-0.345801,-0.514397,0.014291,-0.191725,-0.336212,0.024066,-0.093225,0.211878,0.005696,0.071822,0.007323,0.005825,0.015191,0.007490,0.011697,0.017204,0.029612,0.003770,0.006535,0.009362,0.020712,0.013562,0.019455,0.126428,0.008447,0.575056,0.096092,0.040497,0.743565,0.009190,0.225590,3.883790,1.330489,0.916191,0.522110,0.535819,0.489973,0.338256,0.323609,0.467547,0.420310,0.356982,0.325638,0.290645,0.010558,0.008986,0.027053,0.009535,0.016951,0.029103,0.029135,0.007786,0.007833,0.014016,0.027613,0.018994,0.015501,angry
0.199489,0.014041,2.700695,0.293701,0.214288,1.441948,0.019290,0.359911,-28.132664,0.416343,-0.206577,-0.524286,-0.549477,-0.352833,-0.140115,-0.237707,0.169020,0.016815,0.148288,-0.040403,0.035137,0.011247,0.009277,0.012772,0.012427,0.007413,0.007894,0.014313,0.002079,0.012026,0.015971,0.017358,0.012080,0.018312,0.126618,0.020809,0.602083,0.094225,0.038353,0.774426,0.019074,0.215470,4.318142,1.683845,0.916290,0.683076,0.547944,0.355972,0.472100,0.451861,0.658087,0.504529,0.463759,0.406830,0.243788,0.021768,0.015631,0.017761,0.026489,0.010997,0.014350,0.026953,0.003084,0.024726,0.028849,0.030888,0.019153,0.012221,angry
0.115999,0.011471,2.904374,0.226801,0.214826,0.866511,0.025820,0.185639,-28.693425,1.640712,0.346878,-0.001191,-0.391506,-0.150803,-0.094109,-0.159109,-0.229130,-0.229681,-0.137340,-0.180503,-0.125048,0.033829,0.003714,0.024738,0.014812,0.019686,0.019522,0.030635,0.002218,0.008006,0.021318,0.025912,0.003471,0.031937,0.117352,0.014980,0.531328,0.101153,0.046848,0.799434,0.022214,0.212890,5.199324,1.549068,0.776476,0.482794,0.416407,0.302892,0.383536,0.291709,0.298507,0.293253,0.324443,0.418415,0.375138,0.052856,0.004432,0.026922,0.019706,0.033181,0.037037,0.051307,0.005066,0.014983,0.035233,0.033231,0.004707,0.017999,angry
0.126227,0.008614,2.715985,0.250551,0.229829,0.870786,0.025721,0.210847,-30.731028,1.533386,0.278764,-0.355294,-0.279931,-0.079572,-0.295168,-0.255019,-0.162164,-0.144842,0.186391,0.002900,0.196285,0.008538,0.002728,0.027514,0.007406,0.017909,0.017235,0.030254,0.003930,0.017002,0.017461,0.038417,0.003333,0.029789,0.105711,0.010126,0.480734,0.092451,0.033467,0.535248,0.007591,0.156629,3.651646,1.017781,0.684034,0.546348,0.398407,0.299053,0.286104,0.329750,0.347758,0.344792,0.324812,0.330925,0.230468,0.018551,0.004836,0.034228,0.012147,0.023851,0.025691,0.030143,0.006065,0.024020,0.025623,0.038621,0.006059,0.013128,angry
0.143942,0.020223,2.873004,0.251490,0.221442,1.137235,0.018179,0.254851,-25.929721,1.591833,0.004470,0.144597,-0.234000,-0.098345,0.204240,-0.188148,0.074626,-0.259451,-0.109733,-0.297944,-0.307069,0.029152,0.006675,0.036122,0.026791,0.008686,0.006147,0.022124,0.002022,0.005398,0.018109,0.023355,0.006427,0.026269,0.117866,0.022596,0.518572,0.098275,0.048508,0.792139,0.019223,0.219256,3.245143,1.296212,0.940212,0.790282,0.416721,0.381618,0.307193,0.289950,0.284238,0.370828,0.384288,0.327531,0.306157,0.038827,0.009227,0.039967,0.048302,0.011496,0.009088,0.045407,0.002202,0.008004,0.025196,0.027152,0.009577,0.019795,angry
0.141399,0.006522,2.883754,0.247785,0.214101,1.186659,0.014995,0.244014,-28.363631,1.135649,-0.382640,-0.025131,-0.263342,-0.197825,0.048840,-0.332523,-0.071083,-0.258908,-0.085237,-0.215427,-0.197537,0.022230,0.005559,0.027555,0.025318,0.019347,0.017668,0.033238,0.003007,0.006465,0.008417,0.010609,0.005395,0.026749,0.084354,0.009849,0.357268,0.071758,0.050942,0.635177,0.011733,0.179265,3.728347,1.423781,0.986867,0.744907,0.448842,0.411875,0.377793,0.403256,0.360698,0.410081,0.494649,0.385321,0.406515,0.038057,0.007467,0.029007,0.034020,0.024207,0.025323,0.061060,0.004733,0.009619,0.009818,0.013086,0.007786,0.021594,angry
0.154214,0.011836,2.878781,0.267474,0.221918,1.208905,0.016084,0.247401,-28.190810,1.002867,-0.228410,0.012600,-0.385311,-0.166582,-0.160350,-0.473332,-0.286153,-0.256957,0.031240,0.076942,0.157918,0.011910,0.005877,0.020383,0.019005,0.017903,0.039520,0.027107,0.004000,0.009832,0.006752,0.010550,0.005340,0.026719,0.094591,0.012718,0.435893,0.070953,0.039952,0.704222,0.010526,0.182581,3.261569,1.290838,0.734552,0.640317,0.387156,0.338839,0.429588,0.335733,0.402781,0.376843,0.452167,0.330759,0.329241,0.021839,0.011810,0.023114,0.032199,0.023352,0.053913,0.043049,0.006499,0.012883,0.012632,0.015073,0.009110,0.017903,angry
0.127562,0.016289,2.829308,0.254910,0.220818,1.109031,0.019144,0.267097,-27.541540,1.435306,0.200285,-0.493569,-0.408952,0.003159,-0.044911,-0.245876,-0.350132,-0.428523,-0.287657,-0.226836,-0.005620,0.013990,0.003449,0.023014,0.036894,0.024603,0.023360,0.028048,0.001287,0.007792,0.009022,0.015846,0.003653,0.027521,0.084156,0.020015,0.469856,0.078022,0.037633,0.675444,0.014633,0.198825,4.517529,1.046428,0.701078,0.799152,0.512385,0.399463,0.334184,0.293541,0.382381,0.413164,0.415339,0.429484,0.413378,0.028947,0.003892,0.023044,0.048610,0.032801,0.033930,0.047229,0.001916,0.011308,0.014596,0.025186,0.005541,0.015897,angry
0.108824,0.009729,2.848944,0.215725,0.203937,0.872910,0.022650,0.208292,-28.910580,1.776085,0.244910,-0.278788,-0.335852,-0.195447,-0.134119,-0.369237,-0.227157,-0.031102,0.192145,-0.020570,-0.007365,0.021488,0.004588,0.028562,0.013956,0.025680,0.023315,0.035006,0.004412,0.017161,0.011446,0.014950,0.004346,0.027027,0.069505,0.011938,0.447335,0.057933,0.037938,0.533095,0.010557,0.144026,3.160636,1.081118,0.611029,0.563801,0.373580,0.338437,0.364482,0.427068,0.465676,0.366149,0.376325,0.404654,0.401909,0.035146,0.008216,0.031737,0.019530,0.031605,0.039352,0.040003,0.008646,0.027255,0.016797,0.014329,0.006458,0.012588,angry
0.180149,0.005695,2.803072,0.303632,0.234520,1.423922,0.016684,0.310417,-30.634223,0.330727,-0.043676,0.386487,-0.163556,-0.073842,0.169134,0.106407,-0.119445,-0.097880,-0.134524,-0.022973,-0.021661,0.012599,0.005248,0.031985,0.006240,0.005340,0.005595,0.087160,0.002629,0.004659,0.009079,0.025460,0.003026,0.032630,0.119230,0.007193,0.303507,0.095545,0.032546,0.788385,0.011039,0.241773,3.154555,0.846105,0.666424,0.542940,0.366727,0.230777,0.276440,0.294336,0.209801,0.225204,0.266105,0.270265,0.198491,0.018707,0.006049,0.042373,0.006470,0.005815,0.008220,0.059531,0.003134,0.007036,0.013450,0.034323,0.002787,0.016689,angry
0.174072,0.007309,2.813972,0.270793,0.216765,1.295368,0.013124,0.311542,-30.149473,1.067484,0.527406,0.651607,-0.308358,-0.151831,-0.026193,0.277569,-0.265838,0.256514,-0.061551,-0.068166,-0.086791,0.021385,0.001859,0.034490,0.009891,0.016842,0.005224,0.035267,0.002725,0.008171,0.021101,0.023624,0.004546,0.020445,0.124507,0.009042,0.429212,0.105267,0.028874,0.640525,0.006946,0.207983,2.951577,1.065624,0.858169,0.469279,0.440372,0.269643,0.305686,0.254232,0.194813,0.229179,0.227332,0.237220,0.300541,0.018319,0.002121,0.021110,0.008720,0.021891,0.005219,0.031773,0.004452,0.013503,0.020115,0.022624,0.005717,0.010728,angry
0.222609,0.011091,2.760349,0.320278,0.227954,1.580937,0.019404,0.416029,-27.014409,0.776168,0.082064,0.077683,0.044549,-0.047707,0.150259,0.195918,-0.190307,0.027700,-0.115226,-0.022039,-0.107140,0.008041,0.004834,0.023064,0.008739,0.010905,0.005905,0.024343,0.003675,0.006767,0.016506,0.024725,0.002787,0.017764,0.184473,0.013445,0.596532,0.146568,0.042565,0.916018,0.024963,0.296118,3.908120,1.185408,0.920888,0.546786,0.476204,0.377681,0.311393,0.295884,0.287931,0.274546,0.275241,0.265903,0.237528,0.009627,0.007117,0.029662,0.014247,0.016572,0.009551,0.047796,0.005589,0.010114,0.026122,0.032607,0.003152,0.018074,angry
0.190519,0.020941,2.785239,0.285625,0.213805,1.440432,0.013187,0.350016,-27.685267,0.716105,-0.321066,0.239227,-0.105843,-0.244846,-0.080390,-0.100607,-0.362534,-0.118217,-0.166507,-0.018763,-0.007650,0.012331,0.005236,0.030993,0.013427,0.012278,0.008610,0.024646,0.003622,0.007948,0.011965,0.015343,0.004197,0.018547,0.133982,0.037291,0.450590,0.125051,0.055406,0.891883,0.007930,0.264403,4.920977,1.410551,1.086591,0.673914,0.432700,0.372354,0.400296,0.417274,0.395514,0.338907,0.318624,0.333782,0.312306,0.019325,0.009853,0.046177,0.020834,0.018628,0.010938,0.033508,0.005149,0.012554,0.020026,0.022143,0.006247,0.015158,angry
0.166187,0.003379,2.749118,0.278445,0.228300,1.277119,0.021558,0.292677,-30.427279,1.020130,0.116752,0.003468,-0.120801,-0.231478,0.346257,0.035246,-0.128920,0.007651,-0.142766,0.094362,-0.128712,0.015992,0.005781,0.030112,0.008005,0.018015,0.009753,0.034157,0.002855,0.004843,0.011738,0.031188,0.006976,0.023479,0.145704,0.006619,0.433196,0.115295,0.037611,0.833656,0.030440,0.248054,3.954202,1.329171,0.778273,0.474622,0.524869,0.335659,0.369556,0.320417,0.330258,0.284722,0.238830,0.264476,0.292554,0.024789,0.012449,0.037536,0.010710,0.026140,0.011848,0.043632,0.004632,0.005718,0.014162,0.040935,0.011357,0.017788,angry
0.224037,0.007456,2.962108,0.313095,0.221343,1.510971,0.011076,0.383204,-29.275908,0.789172,0.378370,0.321613,0.058600,-0.053018,0.027503,0.142417,-0.131054,-0.027486,0.052037,0.013167,-0.047319,0.015374,0.002933,0.011210,0.003786,0.011491,0.006741,0.040117,0.001847,0.004057,0.017947,0.029247,0.004848,0.019240,0.200833,0.015928,0.276586,0.154043,0.044617,0.875082,0.008181,0.283287,2.982615,1.565473,0.941001,0.442381,0.421813,0.410505,0.379181,0.235466,0.223864,0.258997,0.216828,0.248547,0.251586,0.027835,0.004123,0.012157,0.003133,0.017034,0.008154,0.060865,0.003220,0.003735,0.017072,0.037132,0.006911,0.016694,angry
0.185055,0.008369,2.805482,0.285946,0.211523,1.406021,0.011767,0.327002,-28.299718,0.854068,-0.120363,0.013908,-0.138248,-0.195160,0.111598,0.017099,-0.216586,-0.012279,-0.185167,-0.043248,-0.089473,0.015016,0.006441,0.018496,0.010514,0.011691,0.006563,0.023033,0.004674,0.008683,0.015312,0.018572,0.004686,0.017530,0.148141,0.012698,0.480440,0.126353,0.042424,0.797848,0.006547,0.257714,3.602992,1.191033,1.126889,0.622606,0.457416,0.412211,0.437770,0.335511,0.281532,0.326735,0.386305,0.351516,0.367845,0.020281,0.009407,0.022586,0.015466,0.019377,0.008722,0.042912,0.005389,0.015033,0.021568,0.027334,0.006128,0.014192,angry
0.170495,0.014604,2.953104,0.256188,0.216719,1.253171,0.016413,0.295564,-28.036982,1.183937,-0.163832,0.159470,-0.147908,-0.258377,0.246271,-0.008030,-0.165820,-0.023818,-0.168784,0.085959,-0.210009,0.012601,0.012822,0.016820,0.007465,0.012610,0.009216,0.026716,0.004041,0.007384,0.022208,0.019776,0.006747,0.019481,0.126603,0.024880,0.335327,0.099583,0.044138,0.728893,0.013969,0.224886,2.727186,1.288758,0.856308,0.566836,0.533145,0.468409,0.376178,0.329253,0.321138,0.286248,0.325760,0.384308,0.305139,0.017549,0.019296,0.020164,0.008031,0.015611,0.013443,0.040039,0.005454,0.010280,0.024477,0.023292,0.011280,0.012242,angry
0.160763,0.007221,2.840081,0.253125,0.200142,1.223556,0.016378,0.276906,-28.939255,0.989499,0.390493,-0.256993,-0.377727,-0.158629,0.081477,0.188111,-0.221855,0.037553,-0.157615,0.011459,-0.183395,0.015925,0.006077,0.019441,0.008199,0.015251,0.008659,0.023229,0.004787,0.009214,0.015033,0.027457,0.006163,0.019040,0.119971,0.010516,0.418474,0.100422,0.037004,0.693893,0.013660,0.199924,3.256568,1.318317,0.842709,0.642574,0.521706,0.460110,0.416861,0.339047,0.330763,0.335308,0.294904,0.364102,0.376962,0.024191,0.008593,0.020255,0.008798,0.021795,0.009967,0.027560,0.009944,0.020217,0.016976,0.038633,0.007899,0.013062,angry
0.167737,0.003951,2.843885,0.279421,0.215408,1.321603,0.013787,0.326125,-30.047877,1.139347,0.463178,-0.070415,-0.157935,-0.230433,0.061972,0.038611,-0.190802,0.006584,-0.093326,-0.042452,-0.186290,0.019184,0.006456,0.034120,0.008881,0.012157,0.005228,0.028128,0.004192,0.010984,0.009562,0.020615,0.011124,0.022591,0.127337,0.009134,0.451828,0.108352,0.042714,0.749526,0.010641,0.232048,4.088211,1.261397,1.075352,0.504485,0.483453,0.408594,0.457713,0.437117,0.353501,0.270152,0.378955,0.348450,0.426077,0.022432,0.010376,0.050325,0.011997,0.020207,0.007019,0.032147,0.006449,0.023116,0.011592,0.027831,0.021891,0.014611,angry
0.166559,0.008483,2.578978,0.258709,0.197564,1.331966,0.015268,0.295014,-28.312704,0.755830,-0.330251,-0.111901,-0.217736,-0.056912,-0.329055,-0.149606,-0.276329,-0.232300,-0.157613,-0.027586,-0.034630,0.014440,0.007038,0.025460,0.010834,0.017768,0.016789,0.022682,0.005547,0.008848,0.007641,0.014943,0.005252,0.018069,0.132469,0.014590,0.683769,0.119239,0.044456,0.690026,0.012219,0.227397,4.567196,1.180605,1.060379,0.654109,0.442986,0.389629,0.436582,0.358873,0.427109,0.363292,0.415592,0.396679,0.347723,0.018795,0.012670,0.046777,0.014652,0.021574,0.025442,0.028767,0.008073,0.011616,0.010150,0.017627,0.006295,0.012815,angry
0.144889,0.008773,2.877889,0.239068,0.190555,0.976682,0.019408,0.240813,-29.091903,1.158113,0.010766,0.144686,-0.280197,-0.149251,-0.234747,-0.058027,-0.386278,-0.106550,-0.221138,-0.081090,0.003422,0.025436,0.003988,0.021413,0.018624,0.016303,0.013994,0.025775,0.002140,0.006665,0.019336,0.029188,0.005012,0.025978,0.118363,0.015523,0.466674,0.108190,0.037815,0.558953,0.009498,0.188622,3.771344,1.297987,0.991048,0.801692,0.469738,0.389736,0.353729,0.314574,0.381164,0.449351,0.428858,0.321280,0.352674,0.041129,0.006453,0.030542,0.025022,0.018866,0.020751,0.053454,0.003432,0.008694,0.027655,0.035839,0.007338,0.015970,angry
0.145336,0.016182,2.810760,0.248161,0.207284,1.092946,0.017168,0.233913,-28.550506,0.917217,-0.399672,0.092308,-0.111571,0.059843,-0.229484,-0.043384,-0.272640,-0.176002,-0.365889,0.005397,-0.021047,0.024510,0.003235,0.022865,0.020770,0.015445,0.015411,0.034110,0.005688,0.005847,0.010271,0.018913,0.004918,0.024051,0.118819,0.028152,0.517475,0.103480,0.043409,0.624514,0.011162,0.181848,4.716073,1.382854,0.926441,0.527069,0.444414,0.356460,0.425826,0.329535,0.342572,0.316900,0.386432,0.360397,0.413132,0.043366,0.003255,0.023294,0.035635,0.021257,0.024536,0.054259,0.012298,0.008935,0.016093,0.026204,0.007188,0.016549,angry
0.143852,0.011239,2.693033,0.249852,0.203327,1.035904,0.021606,0.245312,-28.516338,1.626481,0.038759,-0.117940,-0.032170,-0.138694,0.080577,-0.021774,0.117577,0.070442,-0.063899,0.016812,-0.093425,0.012888,0.008057,0.016597,0.007353,0.015113,0.007461,0.041499,0.004604,0.009400,0.021488,0.029955,0.006893,0.023604,0.163892,0.014083,0.563487,0.141786,0.040545,0.756841,0.017172,0.244302,4.475392,1.413285,1.072282,0.527358,0.562475,0.373888,0.360426,0.246573,0.295147,0.251998,0.246431,0.226424,0.277101,0.016245,0.017461,0.022540,0.009333,0.028852,0.009872,0.066762,0.008402,0.013611,0.023617,0.037377,0.010549,0.019340,angry
0.125532,0.007210,2.685626,0.222327,0.199650,1.037898,0.022390,0.212583,-30.344601,1.634860,0.160236,-0.060028,-0.074047,-0.040858,-0.249378,-0.082222,-0.265683,-0.211794,-0.109358,0.115787,0.048655,0.014775,0.003320,0.033884,0.012837,0.022770,0.016529,0.032306,0.008160,0.007393,0.009755,0.038641,0.002847,0.026605,0.113911,0.010338,0.568369,0.104427,0.048676,0.670885,0.022901,0.197245,3.645813,1.163255,0.787509,0.601522,0.299584,0.343700,0.460361,0.384402,0.362218,0.294738,0.347304,0.337561,0.276246,0.015367,0.006675,0.018642,0.019058,0.028024,0.018727,0.037068,0.015924,0.009998,0.009586,0.032802,0.003941,0.012934,angry
0.138261,0.009160,2.739079,0.232972,0.202445,1.028698,0.026135,0.247146,-28.289582,1.496763,0.328459,-0.049168,-0.337004,-0.007351,-0.325522,0.113674,-0.177200,-0.212325,-0.300928,-0.103327,-0.208428,0.017732,0.009137,0.033401,0.025914,0.015568,0.015890,0.038101,0.002278,0.006302,0.007949,0.031175,0.003076,0.027088,0.133821,0.015745,0.591342,0.121328,0.042867,0.787757,0.024925,0.228708,4.453896,1.258834,0.930230,0.507936,0.532402,0.342178,0.395385,0.416147,0.352324,0.361889,0.301218,0.348435,0.386466,0.025018,0.018623,0.034932,0.042441,0.017856,0.030751,0.049840,0.005117,0.009843,0.012986,0.040451,0.004229,0.018122,angry
